time_s,path_error_mm,heading_error_deg,v_left_target,v_right_target,v_left_actual,v_right_actual,omega_cmd,gyro_z,yaw_error,wheel_pi_turn,turn_pwm,left_pwm,right_pwm,x_m,y_m
2.92,2.6559586715001196,0.08723297006228552,0.5124303323881676,0.2875696676118324,0.4916791039439287,0.30573576128189456,-1.050750769982875,-0.8688941245889447,-0.18185664539393043,-2.1606408226382126,-24.782954289243566,55,11,0.35888616187460737,-0.843026075920035
2.93,2.6602766607755717,0.03965595586775337,0.5124303323881676,0.2875696676118324,0.49413004604769123,0.303695828330711,-1.050750769982875,-0.8898795220419635,-0.16087124794091157,-1.9294098258593797,-24.54147234494761,55,12,0.3561145774276549,-0.845893820229933
2.94,2.660863417379806,-0.018449821980095843,0.4910303323881677,0.30896966761183237,0.49590858430672946,0.30237414968191867,-0.8507507699828751,-0.9043665169383681,0.05361574695549298,-0.016996876604288003,-18.260360788725418,54,18,0.3533160085383161,-0.8487382994207243
2.95,2.6573890354563874,-0.07419677783779162,0.4910303323881677,0.30896966761183237,0.4945080769216562,0.3042727378052382,-0.8507507699828751,-0.8889501827869998,0.038199412804124644,0.1210792535681609,-17.844709391255137,54,18,0.3504902528822885,-0.8515591703708357
2.96,2.650380084182386,-0.12062043922121612,0.4877996931970332,0.31220030680296684,0.4930279718360997,0.30628609685186026,-0.8205578803461048,-0.8726255840385022,0.05206770369239744,0.25439956784550927,-16.727165454972535,53,19,0.3476377315307974,-0.8543566724151714
2.97,2.640533408191911,-0.15613541807618625,0.4877996931970332,0.31220030680296684,0.4911940665286242,0.3086811247237572,-0.8205578803461048,-0.8528642140414343,0.03230633369532954,0.11314357674338577,-16.625893749014818,53,20,0.344758996669185,-0.8571311507261582
2.98,2.6286337864202047,-0.18047414604811568,0.4875888809301918,0.31241111906980823,0.4895309039228406,0.31092492544214456,-0.818587672244783,-0.8346073760780188,0.01601970383323581,-0.049081131595141936,-16.579080683936482,53,20,0.34185467578747886,-0.8598829973438222
2.99,2.6154251492848952,-0.19453176084640122,0.4875888809301918,0.31241111906980823,0.48805116959879946,0.31299565921517325,-0.818587672244783,-0.8180164036618046,-0.0005712685829784014,-0.22348435716913367,-16.660804557515263,53,20,0.3389253862457172,-0.8626125565226167
3.0,2.601583623112516,-0.19940960008878744,0.4874991858626131,0.31250081413738695,0.48679501478599735,0.3148434968591161,-0.817749400585169,-0.8035117660134636,-0.014237634571705349,-0.3840899879840616,-16.76162159838532,53,19,0.3359717217330233,-0.8653201025177983
3.01,2.587705741134429,-0.196270313689041,0.4874991858626131,0.31250081413738695,0.4857470053308476,0.3164739683938377,-0.817749400585169,-0.790995499705654,-0.026753900879515014,-0.5408937352483459,-16.911310900505356,53,19,0.33299424868750827,-0.8680058290794639
3.02,2.574308603496591,-0.1862751483657873,0.48750896074177213,0.3124910392582279,0.4849051678109784,0.3178792239020916,-0.8178407545960011,-0.7804950649947983,-0.03734568960120288,-0.6873572000552985,-17.07519256364417,53,19,0.32999350985618026,-0.8706698487830865
3.03,2.5618299310069306,-0.1705505665481681,0.48750896074177213,0.3124910392582279,0.48424989981540584,0.3190694285409669,-0.8178407545960011,-0.7718713610955089,-0.04596939350049223,-0.8205159544053462,-17.238184190256515,53,19,0.3269700265648471,-0.8733121934506697
3.04,2.550632808277873,-0.15012982253653814,0.48759401736732366,0.3124059826326764,0.48375731244168285,0.3200597126175524,-0.8186356763301275,-0.7649420552529459,-0.053693621077181564,-0.9478725406391809,-17.420400538282532,54,19,0.32392430281014123,-0.8759328191892136
3.05,2.541011232290234,-0.1259824608464585,0.48759401736732366,0.3124059826326764,0.4834127289523177,0.3208569422138533,-0.8186356763301275,-0.7596064800862823,-0.05902919624384517,-1.0559742389549243,-17.570451657963744,54,19,0.32085682852860825,-0.8785316130804018
3.06,2.533195760618797,-0.09894841607442725,0.4877320821830317,0.31226791781696833,0.4831817475260328,0.3214888927079773,-0.8199260017105766,-0.7555740879348388,-0.06435191377573779,-1.1621423357606626,-17.74719676087647,54,18,0.31776808162643333,-0.8811084008357355
3.07,2.527361413029375,-0.0698043356147384,0.4877320821830317,0.31226791781696833,0.4830576998530447,0.3219569849396988,-0.8199260017105766,-0.7528070790343265,-0.06711892267625008,-1.245327383308989,-17.872803411047535,54,18,0.3146585302547964,-0.8836629568812169
3.08,2.5236327027038263,-0.03918875138938711,0.4879044810153303,0.31209551898466975,0.48300242271857774,0.32229565990253495,-0.8215372057507503,-0.7509661813833777,-0.07057102436737261,-1.3293768496627794,-18.031902632844464,54,18,0.3115286321668735,-0.886195012754213
3.09,2.5220922678348896,-0.007688933255662928,0.4879044810153303,0.31209551898466975,0.48301753955750587,0.3225011897925136,-0.8215372057507503,-0.7500764007709921,-0.07146080497975815,-1.38832211102002,-18.129197744976448,54,18,0.3083788354838625,-0.8887042685653851
3.1,2.522784766593713,0.024240912615234405,0.48809653171654,0.31190346828346005,0.4830650540460531,0.32261112013886056,-0.8233320721171962,-0.7497847378840774,-0.07354733423311877,-1.4500510065309555,-18.26502349506139,54,18,0.30520957579015473,-0.8911904008673688
3.11,2.5257254046590054,0.056182684654119235,0.48809653171654,0.31190346828346005,0.4831538958993894,0.3226177017350237,-0.8233320721171962,-0.7501691316091854,-0.07316294050801075,-1.4858985801215505,-18.334019072969753,54,18,0.30202127569447546,-0.8936530739960299
3.12,2.5309026227078766,0.08784019470256385,0.4882973547832481,0.31170264521675195,0.4832483800870451,0.322559352181696,-0.8252089232079257,-0.7508833079689212,-0.0743256152390045,-1.5259781703884059,-18.444764770310705,55,18,0.2988143405727727,-0.8960919465035634
3.13,2.538286088913456,0.11893861010973826,0.4882973547832481,0.31170264521675195,0.4833632864864761,0.3224254431424278,-0.8252089232079257,-0.7520459969348052,-0.07316292627312049,-1.5406174851070746,-18.487496056280918,55,18,0.2955891576372999,-0.8985066812669074
3.14,2.547827003248853,0.1491313088763469,0.5096973547832481,0.290302645216752,0.4838025767933304,0.3219174015947396,-1.0252089232079258,-0.7564727813018259,-0.26873614190609985,-3.2620082739150487,-24.546205455510147,55,12,0.2923460906491173,-0.9008969488325841
3.15,2.5591188353558145,0.16731562428301214,0.5096973547832481,0.290302645216752,0.48709693399191556,0.31851094666500845,-1.0252089232079258,-0.7877849875089116,-0.2374239356990142,-3.2366707190422552,-24.7355184287316,55,11,0.2890852763298824,-0.9032621547312214
3.16,2.5710104343799536,0.1681681836813902,0.5124713630824276,0.28752863691757247,0.4901712460134936,0.31528834884495904,-1.0511342344152108,-0.8172097998529649,-0.23392443456224588,-3.1966100521187144,-25.506831115873293,55,11,0.28580640350072345,-0.905601120255064
3.17,2.5822961764500234,0.15179988567605499,0.5124713630824276,0.28752863691757247,0.4932802370756424,0.31200251774219945,-1.0511342344152108,-0.8470921464179579,-0.20404208799725287,-2.9441819305630244,-25.403505098273335,55,11,0.2825091257843638,-0.9079126343086154
3.18,2.5917953560471827,0.11933175700516038,0.5124399467805307,0.28756005321946926,0.4959967923328602,0.3090883832418564,-1.05084062411711,-0.8734037807990834,-0.17743684331802656,-2.6794588406824373,-25.202666476321028,55,11,0.2791931070350754,-0.9101955171933489
3.19,2.59845751759156,0.07284034428485818,0.5124399467805307,0.28756005321946926,0.4983141688440823,0.30656038805187025,-1.05084062411711,-0.8960457046365047,-0.1547949194806053,-2.4429927772165843,-24.96518029359309,55,11,0.2758580797119919,-0.9124487069895999
3.2,2.6013798190401087,0.014545264704064087,0.4910399467805308,0.30896005321946923,0.4999173063895555,0.30474088914079617,-0.85084062411711,-0.9120393329381278,0.061198708821017744,-0.5169512447307663,-18.681195161742576,55,17,0.27250385193501303,-0.9146712744722042
3.21,2.6001490321106027,-0.04259980738395822,0.4910399467805308,0.30896005321946923,0.49830312452255454,0.30613959237682475,-0.85084062411711,-0.8979604305875226,0.047119806470412584,-0.3575462067873646,-18.256045922070516,54,18,0.26913049109102694,-0.9168627104723559
