time_s,y_mm,vy_mps,psi_deg,ir_error,omega_cmd,gyro_z,vy_est_mps,turn_pwm
0.0,-40.0,0.0,0.0,3.421461183565004,0.2,0.0,-0.30793150652085033,0.0
0.01,-40.0,0.0,0.0,3.421461183565004,0.2,0.0,-0.30793150652085033,5.6
0.02,-39.999738907262845,7.06843510456256e-05,0.009484296803775834,3.4214223218701494,0.4,0.029600761725143115,-0.2554415819222892,5.471421021738632
0.03,-39.99795798604664,0.00028619716075310156,0.034708164817471965,3.4214223218701494,0.4,0.05539257030875924,-0.2554415819222892,10.894451000513804
0.04,-39.99305550013454,0.0006977668034449044,0.08302059392042556,3.4210761922031514,0.6000000000000001,0.10712307078936635,-0.22103714192015328,10.587190531206836
0.05,-39.98262039337538,0.0013613965326936463,0.1586997918957808,3.4210761922031514,0.6000000000000001,0.15176064478560053,-0.22103714192015328,15.846790001023301
0.06,-39.9640687769218,0.0023122561809017107,0.2673502362824905,3.420252071882178,0.7,0.21948072357446094,-0.20179562649569283,15.396104281488856
0.07,-39.93415599957634,0.0035924611628700906,0.4117442877578904,3.420252071882178,0.7,0.2776593811273208,-0.20179562649569283,17.732219379792785
0.08,-39.88972277077294,0.005189958595666559,0.5914581002746205,3.4190754510632413,0.7,0.34203591989324955,-0.19300683407072106,17.240485676156062
0.09,-39.82755673626304,0.007099678954665645,0.8050435467131833,3.4190754510632413,0.7,0.39700753296496993,-0.19300683407072106,16.775637667332205
0.1,-39.744794937228036,0.009275370130011961,1.0474761040922076,2.907608503494494,0.7,0.44371059468825147,-0.14204992481183687,16.361751427998446
0.11,-39.639004489861186,0.011676684889340424,1.3143846279710951,2.907608503494494,0.7,0.48328860784190014,-0.14204992481183687,16.002971826873747
0.12,-39.508124265712816,0.01426896531420112,1.6020214393062155,2.8840460803718413,0.7,0.5167860966700043,-0.14292520733544734,15.695897938356328
0.13,-39.35041107923435,0.017022659731442433,1.9071961868355762,2.8840460803718413,0.7,0.5451191846570649,-0.14292520733544734,15.434713419537514
0.14,-39.16439227707673,0.019912659450107277,2.2272025373062214,2.865016912756107,0.7,0.5690764011375716,-0.1426017892293566,15.213248580503297
0.15,-38.94882484008305,0.022917665735841117,2.5597487929056397,2.865016912756107,0.7,0.5893303024281689,-0.1426017892293566,15.025754364901902
0.16,-38.70266045804198,0.02601962399693045,2.9028960843071654,2.8516766086439453,0.7,0.6064519555539429,-0.14171243730814928,14.867143726278435
0.17,-38.42501585171163,0.029203232455395228,3.255004780480261,2.8516766086439453,0.7,0.6209251666776996,-0.14171243730814928,14.73301976567475
0.18,-38.11514761479958,0.03245552126196493,3.6146886164924843,2.8399025030860634,0.7,0.6331593540734379,-0.1402940653163759,14.61962457800065
0.19,-37.77243091286512,0.035765494317395355,3.980775674307276,2.8399025030860634,0.7,0.6435007898171836,-0.1402940653163759,14.52376408623056
0.2,-37.39634145832435,0.039123825431839794,4.352275296509449,2.295613204617236,0.7,0.6522422557247379,-0.09060823531027869,14.442730903117038
0.21,-36.98644026200887,0.04252260097868229,4.728350074761556,2.295613204617236,0.7,0.6596312707511615,-0.09060823531027869,14.37423333262037
0.22,-36.54236073536918,0.045955102090142495,5.108292153285516,2.2304197550257223,0.7,0.6658770733264,-0.0925577526108596,14.316332887237182
0.23,-36.063797781730834,0.049415620383334115,5.491503190596609,2.2304197550257223,0.7,0.6711565352652445,-0.0925577526108596,14.267390420719044
0.24,-35.55049857023285,0.052899302079867,5.877477418108478,1.707915696995106,0.5977704939482871,0.6756191657420502,-0.05269339518915972,14.226020146943874
0.25,-35.00225473311359,0.05640201615372828,6.265787318432628,1.707915696995106,0.5977704939482871,0.6793913432108651,-0.05269339518915972,11.328624412567486
0.26,-34.4190283560523,0.05988435320533167,6.651223644006968,1.1792919639803208,0.41275218739311226,0.6674495372358392,-0.017732494444858582,11.364788105752979
0.27,-33.80131982276201,0.06330578080165074,7.030283565160779,1.1792919639803208,0.41275218739311226,0.6569613391054163,-0.017732494444858582,6.249747526209327
0.28,-33.149936627236585,0.06660893573800875,7.3950264951282385,1.106486520863097,0.38727028230208393,0.620544583058241,-0.02428589569529699,6.438907438745659
0.29,-32.4665268623413,0.06973318396472955,7.740458052847508,1.106486520863097,0.38727028230208393,0.5889775684164297,-0.02428589569529699,5.954812316315569
0.3,-31.75277606948789,0.07269417820684079,8.068052421476427,0.5716347969000193,0.20007217891500673,0.5581888697039702,0.017883422160704626,6.19471244722147
0.31,-31.010260511073465,0.0755050550114214,8.37945535574407,0.5716347969000193,0.20007217891500673,0.5319231362238447,0.017883422160704626,1.1772646260359112
0.32,-30.24059850768131,0.0781225965221047,8.668201146824506,0.05650861180895069,0.019778014133132737,0.48191265934057176,0.05430421875697734,1.4961215424237997
0.33,-29.446124882048537,0.08049765240881117,8.93052704850684,0.05650861180895069,0.019778014133132737,0.4388745702798099,0.05430421875697734,-3.214808483181133
0.34,-28.629302946695134,0.08260206337153024,9.161673202578875,-0.00718369891832525,-0.0025142946214138373,0.37548506821835315,0.05090574566227149,-2.7849011098391045
0.35,-27.793155703864663,0.0844009922281864,9.359375109130118,-0.00718369891832525,-0.0025142946214138373,0.32106934055870207,0.05090574566227149,-2.9718332312636266
0.36,-26.940518605158744,0.08593104553254476,9.527425703647587,-0.5586181621453149,-0.1955163567508602,0.27141818550369556,0.09712920850002499,-2.5564329490339643
0.37,-26.07392057020249,0.08722334126165175,9.669413622087772,-0.5586181621453149,-0.1955163567508602,0.22921174562334354,0.09712920850002499,-7.588343181428989
0.38,-25.19578479019167,0.08824671273570059,9.78012650285149,-0.5697431307782388,-0.19941009577238356,0.16486931995582424,0.08916276515864026,-7.14073957817098
0.39,-24.309150761454198,0.0889616704283002,9.856911399747418,-0.5697431307782388,-0.19941009577238356,0.10969494854319692,0.08916276515864026,-6.801703129301476
0.4,-23.4168564077221,0.089411769855853,9.904526804129107,-0.5791762283140317,-0.2027116799099111,0.06214554241084094,0.08675119028697961,-6.390762805331642
0.41,-22.52133846717539,0.08963518645907842,9.927205000901493,-0.5791762283140317,-0.2027116799099111,0.021795086177592602,0.08675119028697961,-6.1218644836111515
0.42,-21.624673766198466,0.08966528982223196,9.92858627237276,-1.107800964894096,-0.3877303377129336,-0.012868284348733747,0.13082561532275783,-5.808348629834492
0.43,-20.72863832841186,0.08953035779245423,9.911812008226837,-1.107800964894096,-0.3877303377129336,-0.04220994924729217,0.13082561532275783,-10.720196807470439
0.44,-19.834977570452896,0.08919132890953599,9.87090125759812,-1.1403867624494368,-0.3991353668573029,-0.09441299537989627,0.1237620814887876,-10.372582477797794
0.45,-18.946114393563505,0.08860209434847675,9.802437339963065,-1.1403867624494368,-0.3991353668573029,-0.13925985445127845,0.1237620814887876,-10.334256544465925
0.46,-18.064365259183834,0.0877945303257746,9.70986204929486,-1.1660927854923364,-0.40813247492231775,-0.1791630526993907,0.12167801303340395,-9.997399059691698
0.47,-17.19176583258432,0.08679629283661916,9.596346040832296,-1.1660927854923364,-0.40813247492231775,-0.2130672260527881,0.12167801303340395,-9.949098140085418
0.48,-16.33007343567677,0.08563287932952496,9.464634594301732,-1.1855949860430182,-0.41495824511505636,-0.24313184027211268,0.11933890335946852,-9.682948301651216
0.49,-15.480825993865384,0.08432556577478763,9.31716651386677,-1.1855949860430182,-0.41495824511505636,-0.2686112852793002,0.11933890335946852,-9.643216715895237
0.5,-14.64534866389206,0.08289375317134531,9.156030129393738,-1.6966615152948143,-0.593831530353185,-0.2911871044268702,0.16094014172137525,-9.441186809902355
0.51,-13.824800499309898,0.08135349615221751,8.98306561531924,-1.6966615152948143,-0.593831530353185,-0.31030837572169173,0.16094014172137525,-14.275468672635714
0.52,-13.020404309694841,0.07965872467201734,8.791605646986643,-1.6991188826376848,-0.5946916089231897,-0.3529614937346124,0.15117405614808255,-14.01180152941566
0.53,-12.234114980616399,0.07775772711029903,8.577598562569856,-1.6991188826376848,-0.5946916089231897,-0.3897117467575502,0.15117405614808255,-13.751322608938533
0.54,-11.46783515545757,0.07567903522906806,8.344221110199584,-1.6998613253710226,-0.5949514638798578,-0.42120002047318794,0.1474241876360467,-13.48395378788644
0.55,-10.72319894756067,0.07344822309098491,8.094321614507667,-1.6998613253710226,-0.5949514638798578,-0.4479461765972992,0.1474241876360467,-13.253737164963896
0.56,-10.001600684401403,0.07108782583864318,7.830393559539258,-1.6991721976866598,-0.5947102691903309,-0.4706479185624527,0.14400818711814534,-13.047926606365053
0.57,-9.30422755717969,0.06861717562160555,7.554575894834279,-1.6991721976866598,-0.5947102691903309,-0.48986181652783345,0.14400818711814534,-12.86503097144901
0.58,-8.632088332349076,0.06605294705785855,7.2687100565699865,-1.6971978650797959,-0.5940192527779286,-0.5060777197754629,0.14022888725448188,-12.715369995136127
0.59,-7.986038677644422,0.06340933021293234,6.974355932618114,-1.6971978650797959,-0.5940192527779286,-0.5197882407618046,0.14022888725448188,-12.569203620339948
0.6,-7.366804269324535,0.06069851167087407,6.672858219200506,-1.1898293772356372,-0.416440282032473,-0.5312767129393153,0.09087910235241287,-12.462318028278183
0.61,-6.774998148806925,0.05793087475431268,6.365348263287192,-1.1898293772356372,-0.416440282032473,-0.5409856769931259,0.09087910235241287,-7.399937722790373
0.62,-6.210909975347249,0.05517734838778146,6.0611781184661915,-1.1742524085024275,-0.41098834297584963,-0.5229092539369543,0.09148267077322032,-7.4379604492022064
0.63,-5.673870051741329,0.052510756588474525,5.766688311491363,-1.1742524085024275,-0.41098834297584963,-0.5069447986485025,0.09148267077322032,-7.3781081690910355
0.64,-5.16306144585037,0.049922141709919245,5.480906075073292,-1.158288366555229,-0.40540092829433017,-0.4923516875848768,0.08637600452396609,-7.485901552371307
0.65,-4.677748926499927,0.047402822693731125,5.202808208899177,-1.158288366555229,-0.40540092829433017,-0.4798710962216948,0.08637600452396609,-7.433441922475947
0.66,-4.2172894347729715,0.04494455853179184,4.931527293056699,-1.1422039773279407,-0.3997713920647792,-0.46843262186170703,0.08134333977386364,-7.530417234190595
0.67,-3.7811073471180947,0.042540465037146535,4.666248450914037,-1.1422039773279407,-0.3997713920647792,-0.4587159857474103,0.08134333977386364,-7.4590057475522595
0.68,-3.3686999672864935,0.04018428447637921,4.406328648767946,-1.1256967775443014,-0.39399387214050546,-0.44964909288442867,0.07718469273011191,-7.537309475072558
0.69,-2.9796124864936866,0.03787102786572298,4.151164058234485,-1.1256967775443014,-0.39399387214050546,-0.4419546265723416,0.07718469273011191,-7.444419985070973
0.7,-2.613445077271607,0.0355961668741175,3.9003047613410713,-1.1085448173083254,-0.38799068605791387,-0.43458259626343615,0.0737838135112237,-7.50750526183846
0.71,-2.269829495598025,0.03335622507357027,3.653312774900739,-1.1085448173083254,-0.38799068605791387,-0.4283233742577536,0.0737838135112237,-7.395202121478723
0.72,-1.9484387138104862,0.031147988880004727,3.409885242416073,-1.090653712036141,-0.38172879921264935,-0.42213224087434353,0.07093688228585597,-7.447265053594089
0.73,-1.6489648434019206,0.02896911613255056,3.169707083915582,-1.090653712036141,-0.38172879921264935,-0.41687081244273294,0.07093688228585597,-7.318436408100506
0.74,-1.3711311784642337,0.026817353608081473,2.9325834715152084,-0.579570897151187,-0.20284981400291546,-0.4114846375375744,0.024158725784712648,-7.36283480935779
0.75,-1.1146709294722676,0.024691189163287434,2.6982882726477038,-0.579570897151187,-0.20284981400291546,-0.40690255622101307,0.024158725784712648,-2.394343423820247
0.76,-0.8791165636201095,0.022649913605982893,2.474877964878399,-0.575083108817356,-0.2012790880860746,-0.3765421771023826,0.028749903590670867,-2.5443605584117703
0.77,-0.6631446206775852,0.020756487057213165,2.2675804187091613,-0.575083108817356,-0.2012790880860746,-0.3501843744871886,0.028749903590670867,-2.6887306241281363
0.78,-0.46538647973010033,0.01899128405936992,2.074247467972463,-0.5714582544108289,-0.2000103890437901,-0.32737615840980316,0.027585526895560007,-2.875169636427148
0.79,-0.2846596134297715,0.017336292516688723,1.8928943337258135,-0.5714582544108289,-0.2000103890437901,-0.30796464736259255,0.027585526895560007,-3.008946591031851
0.8,-0.11995307916391718,0.015775432959256264,1.72177909194418,-0.5683184044531828,-0.19891144155861398,-0.29131238810506743,0.026425437069444883,-3.157856492803004
0.81,0.029597661139385494,0.014294909278833123,1.5593886410016755,-0.5683184044531828,-0.19891144155861398,-0.27720767129221874,0.026425437069444883,-3.2555148232476094
0.82,0.16472807556287794,0.012882799904247403,1.4044364391118085,-0.5653386451597564,-0.19786852580591474,-0.26511027022964173,0.025995226073804313,-3.365869684768862
0.83,0.2860663346338547,0.011529040809862282,1.2558188686928111,-0.5653386451597564,-0.19786852580591474,-0.2548750894685001,0.025995226073804313,-3.4307884518476075
0.84,0.39414665973321295,0.010225013658420816,1.1126089858221453,-0.5622913778608046,-0.19680198225128162,-0.24606509225990758,0.02611894572669954,-3.511374809471257
0.85,0.4894263057678385,0.008963486656918518,0.9740119599734071,-0.5622913778608046,-0.19680198225128162,-0.2386124290037667,0.02611894572669954,-3.5501381695357375
0.86,0.5722947487201577,0.007738286061450285,0.8393669048071243,-0.5589880989833217,-0.19564583464416258,-0.2321525363137311,0.02655699377668632,-3.6090492154016323
0.87,0.6430869098902167,0.006544257128366401,0.708104509685472,-0.5589880989833217,-0.19564583464416258,-0.2266869591089472,0.02655699377668632,-3.6269299052820774
0.88,0.7020889622512181,0.005377007812094412,0.5797582437535175,-0.051833094407655725,-0.018141583042679515,-0.2218937010133091,-0.018180837974818467,-3.67034540367991
0.89,0.7495489554183051,0.004232897548602876,0.4539224232827094,-0.051833094407655725,-0.018141583042679515,-0.2178366596388807,-0.018180837974818467,1.2625977609781165
0.9,0.7859099614534166,0.003171102362261595,0.3386282472566498,-0.038090518088352864,-0.013331681330923502,-0.18813371738587273,-0.012886052768314539,1.1168536483004305
0.91,0.8124679401569561,0.0022544100304149497,0.23909965517071877,-0.038090518088352864,-0.013331681330923502,-0.16234126282492797,-0.012886052768314539,1.0676453977049203
0.92,0.8305702693029047,0.0014646987247589564,0.15339205606301717,-0.026994233421132267,-0.009447981697396295,-0.1395356167882852,-0.013299204844451643,0.8832614334863677
0.93,0.8413978429639667,0.0007854888077788796,0.07966636845379496,-0.026994233421132267,-0.009447981697396295,-0.12011554140827509,-0.013299204844451643,0.8234904856772948
0.94,0.8459678275237454,0.00020160501347635536,0.01630852859658155,-0.01840955422079158,-0.006443343977277053,-0.1030644385397547,-0.013797742841531385,0.6731585867629363
0.95,0.8451637248612898,-0.0002998152885661823,-0.03811191802030596,-0.01840955422079158,-0.006443343977277053,-0.08861055913242927,-0.013797742841531385,0.6265921377458796
0.96,0.8397431520442055,-0.000730311783917251,-0.08481935670175632,-0.0117182963182745,-0.004101403711396075,-0.07593084386234378,-0.013651671494627683,0.5126415601182043
0.97,0.8303631197387118,-0.0010995126311984266,-0.12488433667191469,-0.0117182963182745,-0.004101403711396075,-0.06519391582544552,-0.013651671494627683,0.48021204920201865
0.98,0.8175866331877822,-0.001416000907433679,-0.15921611991185658,-0.006440823751658585,-0.002254288313080505,-0.055763481216243256,-0.01300335787774326,0.3951483696577305
0.99,0.8019022162857441,-0.0016869049945037544,-0.18860816034535316,-0.006440823751658585,-0.002254288313080505,-0.047779637797449065,-0.01300335787774326,0.3738597060713938
1.0,0.7837286602517342,-0.0019185770946269253,-0.21373228310273037,-0.0022185255690950288,-0.0007764839491832599,-0.04075235109152585,-0.01206254277802517,0.3104891646226961
1.01,0.7634298568722442,-0.0021162810820536536,-0.23517542474915104,-0.0022185255690950288,-0.0007764839491832599,-0.034802935293628025,-0.01206254277802517,0.2974705201802101
1.02,0.7413180124253641,-0.0022847143065705565,-0.25343337245065634,0.001213970874526054,0.00042488980608411885,-0.029551288528029112,-0.010987855857319501,0.25018540771402803
1.03,0.7176649310174658,-0.002427761597487255,-0.26894031776727023,0.001213970874526054,0.00042488980608411885,-0.02510477216220168,-0.010987855857319501,0.24319922678482458
1.04,0.6927040746692106,-0.0025488977629631237,-0.2820620434124395,0.004052434990967264,0.0014183522468385421,-0.021165256101033224,-0.00988469863410776,0.20780838383900493
1.05,0.6666392026806657,-0.0026509897739886456,-0.29311997263031586,0.004052434990967264,0.0014183522468385421,-0.017829284581663267,-0.00988469863410776,0.20518097816275804
1.06,0.6396455854753268,-0.00273661017042682,-0.30238397845748316,0.006441121763569846,0.0022543926172494456,-0.014859870057063409,-0.008818616829602628,0.17858281349974864
1.07,0.6118766798047095,-0.002807875086216382,-0.310092263846841,0.006441121763569846,0.0022543926172494456,-0.012344967062933731,-0.008818616829602628,0.17907378302871152
1.08,0.583464728259344,-0.0028666913190256117,-0.3164439704666869,0.008486257329978047,0.002970190065492316,-0.01009333689269343,-0.007827465759080504,0.15897858160341521
1.09,0.5545259737591934,-0.0029146212664627295,-0.3216158900700253,0.008486257329978047,0.002970190065492316,-0.008185962549677675,-0.007827465759080504,0.16167037380291865
1.1,0.5251608169065981,-0.002953080524833746,-0.32575501330593365,0.010266020613335577,0.0035931072146674517,-0.0064660017012073,-0.006930473745817291,0.14638884402182326
1.11,0.4954579413734932,-0.0029832231884837765,-0.328992812092751,0.010266020613335577,0.0035931072146674517,-0.005008645843252786,-0.006930473745817291,0.1506027965808528
1.12,0.46549415648678094,-0.0030061024248441894,-0.3314378348971387,0.011837915981402216,0.004143270593490775,-0.003683082961080447,-0.0061346764015446096,0.13888887613500328
1.13,0.4353377075595519,-0.003022571322978707,-0.3331881052106741,0.011837915981402216,0.004143270593490775,-0.0025595726482871093,-0.0061346764015446096,0.14412285114760723
1.14,0.40504789791380524,-0.0030334156195905297,-0.3343238432348864,0.013244215257850248,0.004635475340247586,-0.0015271704737207887,-0.005439398001095473,0.13505751484455092
1.15,0.37467778618335146,-0.0030392665573951328,-0.3349183816913661,0.013244215257850248,0.004635475340247586,-0.0006518287768941473,-0.005439398001095473,0.14093981779721748
1.16,0.3442736574519176,-0.0030407125206332406,-0.33503107388889874,0.014515973656734822,0.005080590779857188,0.00016206738925035664,-0.0048393292674800675,0.1338453110835316
1.17,0.3138772564300764,-0.0030382213026924473,-0.3347170220520925,0.014515973656734822,0.005080590779857188,0.0008524203888858851,-0.0048393292674800675,0.1401006825334875
1.18,0.28352515926563493,-0.003032235627530393,-0.33402021680695126,0.015675992960962667,0.005486597536336933,0.0015028562933113107,-0.004326608809467078,0.134477234576766
1.19,0.2532506523206166,-0.003023102917533282,-0.33298229513172045,0.015675992960962667,0.005486597536336933,0.0020548053571067086,-0.004326608809467078,0.14090175667585603
1.2,0.22308304281861574,-0.003011158363312997,-0.33163594509866257,0.016741007702269387,0.005859352695794285,0.0025823630804407867,-0.0038922031773950478,0.1363808847735196
1.21,0.19304926406471346,-0.0029966607919878767,-0.33001285310769574,0.016741007702269387,0.005859352695794285,0.0030302523285490844,-0.0038922031773950478,0.1428234651466117
