time_s,path_error_mm,heading_error_deg,v_left_target,v_right_target,v_left_actual,v_right_actual,omega_cmd,gyro_z,yaw_error,wheel_pi_turn,turn_pwm,left_pwm,right_pwm,x_m,y_m
3.19,2.6625804008836695,-0.20595347986083337,0.48759131529152233,0.3124086847084777,0.4899921594215727,0.31488239747437985,-0.8186104232852555,-0.8182699156410884,-0.00034050764416704293,-0.7727557203188031,-17.045076037398008,53,19,0.27613745797627764,-0.912519557392692
3.2,2.647932975599423,-0.2096523008374755,0.48751223068210137,0.3124877693178987,0.4885414458316096,0.3161167496987421,-0.8178713147859937,-0.805722879125549,-0.012148435660444767,-0.879851869526571,-17.247994172978284,53,19,0.27277355507892337,-0.9147274590603071
3.21,2.633281956314697,-0.2070149413414082,0.48751223068210137,0.3124877693178987,0.48733391786420444,0.31710879903517486,-0.8178713147859937,-0.7954444805094842,-0.02242683427650949,-0.9667169585329546,-17.431796522073366,53,19,0.26939289961207546,-0.9169076304814161
3.22,2.6190248417435686,-0.19923470640070903,0.4875131548908368,0.31248684510916325,0.48633679589891177,0.31789704027499277,-0.8178799522508108,-0.7871016617940143,-0.030778290456796475,-1.0339096680251993,-17.57885299405778,54,18,0.26599592012745404,-0.9190602990775012
3.23,2.605482974989545,-0.18729423343413884,0.4875131548908368,0.31248684510916325,0.48551219197263373,0.31852396560058527,-0.8178799522508108,-0.7803188148226563,-0.03756113742815448,-1.0853314002598236,-17.6953248903434,54,18,0.2625829756133257,-0.9211856475763446
3.24,2.5929162502649743,-0.17198130434722922,0.4875694566252537,0.31243054337474635,0.4848300790230376,0.31902294025796324,-0.8184061366846137,-0.7747997138554878,-0.04360642282912586,-1.1299565528144553,-17.80776386196511,54,18,0.2591543697871352,-0.9232838211191946
3.25,2.5815342786787765,-0.15396289505352623,0.4875694566252537,0.31243054337474635,0.4842738318281131,0.3194125578288791,-0.8184061366846137,-0.7703797850431494,-0.04802635164146429,-1.1623848113055835,-17.883057979516373,54,18,0.255710363774074,-0.925354931608134
3.26,2.571504819878315,-0.13376577470517134,0.4876645277815126,0.31233547221848745,0.48381512855958875,0.3197216899371871,-0.8192946521636687,-0.766791769263559,-0.05250288290010974,-1.197116964780495,-17.977461634205675,54,18,0.2522511875073627,-0.927399060054325
3.27,2.5629618183860545,-0.11185918587261241,0.4876645277815126,0.31233547221848745,0.48345142481250114,0.31995202021434277,-0.8192946521636687,-0.7640159093371888,-0.05527874282647993,-1.2220002055956876,-18.029861763390453,54,18,0.24877705090807725,-0.9294162590263396
3.28,2.556009492282982,-0.08860854325284717,0.4877868933261419,0.31221310667385815,0.4831546523243636,0.32012940987055105,-0.8204382553845037,-0.7618001983823016,-0.05863805700220204,-1.255221137722859,-18.11708158522617,54,18,0.24528815284007807,-0.9314065522474002
3.29,2.5507283265708733,-0.06436334780143359,0.4877868933261419,0.31221310667385815,0.4829312190044355,0.32024401570084227,-0.8204382553845037,-0.7602205761850149,-0.06021767919948873,-1.2796988505879385,-18.15811812013899,54,18,0.24178469061914504,-0.9333699364689848
3.3,2.5471763184883596,-0.03939147515446827,0.4879281893555572,0.31207181064444284,0.48275236121465004,0.3203201050196519,-0.8217587790238988,-0.7590292345560661,-0.06272954446783274,-1.3160368666943545,-18.244053009480794,54,18,0.2382668665323049,-0.9353063799423652
3.31,2.545393777027808,-0.013970420282952587,0.4879281893555572,0.31207181064444284,0.48263000921851507,0.3203404001984915,-0.8217587790238988,-0.7583626589720727,-0.06339612005182615,-1.343595300704171,-18.279985671696224,54,18,0.23473489529303776,-0.9372158247481729
3.32,2.545402826218725,0.011691880100360182,0.4880818778233536,0.31191812217664644,0.4825343534972055,0.320328757093168,-0.823195119844426,-0.7579700766543811,-0.06522504319004485,-1.3844732628809995,-18.36655634150902,54,18,0.23118900792118272,-0.939098185296198
3.33,2.547211630830872,0.03736400193463924,0.4880818778233536,0.31191812217664644,0.48248064776736854,0.3202636322051715,-0.823195119844426,-0.7580234372065284,-0.06517168263789752,-1.4155901403476048,-18.39968902347727,54,18,0.2276294567412327,-0.9409533517664318
3.34,2.550812954421663,0.06287883112926486,0.4882425163904637,0.31175748360953637,0.4824382171123509,0.32016935988541173,-0.824696414864146,-0.7582656879763515,-0.0664307268877945,-1.4598424946671038,-18.485828717335618,54,18,0.2240565164318569,-0.9427811893317218
3.35,2.556188234221208,0.08804012551302362,0.4882425163904637,0.31175748360953637,0.48242430257686053,0.3200225973739246,-0.824696414864146,-0.7588864729109157,-0.06580994195323031,-1.4926918698372726,-18.51568328117664,55,17,0.22047048631419808,-0.9445815429780502
3.36,2.5633057538847903,0.1127148197606765,0.48840542644462176,0.3115945735553783,0.4824079538004698,0.31984871507195317,-0.8262189387347825,-0.7596226108809188,-0.06659632785386371,-1.5372886456314268,-18.598352819699123,55,17,0.2168716885600698,-0.9463542377253341
3.37,2.572124818011366,0.13674051213213065,0.48840542644462176,0.3115945735553783,0.4824076523593185,0.31962443858794076,-0.8262189387347825,-0.7606692232307369,-0.06554971550404554,-1.568528061791313,-18.62275419166042,55,17,0.21326046778251453,-0.9480990847347361
3.38,2.582592372426602,0.15979975437393748,0.5098054264446217,0.2901945735553783,0.48280199686221015,0.3189674013632773,-1.0262189387347824,-0.7655822219576305,-0.26063671677715194,-3.3138048755306864,-25.96019641233204,55,10,0.20963718601659848,-0.949815881059569
3.39,2.5942282896609554,0.16847224120488027,0.5098054264446217,0.2901945735553783,0.48664131198002736,0.3148247365703649,-1.0262189387347824,-0.8028811935030953,-0.22333774523168715,-3.311904750648295,-25.773746716693978,55,10,0.20600204402856456,-0.9515040362710309
3.4,2.6056791158747554,0.15706803303655614,0.5124722353159193,0.28752776468408076,0.48999160198276787,0.3111292799401331,-1.0511423861300868,-0.835805243189882,-0.21533714294020478,-3.24255920129199,-26.16973222637146,55,10,0.20235490185651278,-0.9531621644376143
3.41,2.61560662268991,0.12703757085768294,0.5124722353159193,0.28752776468408076,0.493129904191329,0.3076043219932711,-1.0511423861300868,-0.8669419728881211,-0.18420041324196568,-2.9920008920817525,-25.673851387994052,55,10,0.19869565983389403,-0.954788887500346
3.42,2.6227891600957003,0.08095053797731606,0.4910722353159193,0.30892776468408073,0.4952371238186438,0.30507082396072005,-0.8511423861300869,-0.8886275694295502,0.037485183299463376,-1.0330504484750733,-17.89170440827344,54,18,0.19502429298240567,-0.95638293141188
3.43,2.6266332708402294,0.03515882683835571,0.4910722353159193,0.30892776468408073,0.49334024181366776,0.30650520357784083,-0.8511423861300869,-0.8730609263356396,0.021918540205552728,-0.8600108205935704,-17.704422779349358,54,18,0.19134104016818665,-0.9579436019437773
3.44,2.627606245425724,-0.002169903671543313,0.4881361709791252,0.31186382902087484,0.4914599044295021,0.30789168195003497,-0.8237025325151888,-0.8577954321470426,0.0340928996318538,-0.7635389218652677,-16.90595342051752,53,19,0.18764654349974477,-0.959471195140861
3.45,2.626322013012801,-0.030281924298580003,0.4881361709791252,0.31186382902087484,0.4893605020693673,0.3094720859809109,-0.8237025325151888,-0.8406000751797031,0.016897542664514376,-0.892207212826156,-17.14517564228909,53,19,0.18394146504880837,-0.9609661657784611
3.46,2.623419325487891,-0.04978098202793621,0.48798203794559636,0.3120179620544037,0.4875632418751398,0.3107326059945025,-0.8222620368747324,-0.8263113826198005,0.0040493457450681,-1.0176932437559898,-17.344373317070662,53,18,0.18022643110410427,-0.962429016948007
3.47,2.619440513796468,-0.0621837501267194,0.48798203794559636,0.3120179620544037,0.48602239030017724,0.31172733830690214,-0.8222620368747324,-0.8144628597816593,-0.007799177093073095,-1.1232601384116365,-17.55357048143629,53,18,0.17650198248172203,-0.9638601874719721
3.48,2.6148290363958915,-0.06882616467193842,0.48791220859860507,0.312087791401395,0.48471730672893604,0.3124859993616324,-0.8216094261551871,-0.8048191933051573,-0.016790232850029785,-1.1952019444969246,-17.69583656945414,54,18,0.17276857222948833,-0.9652600481203318
3.49,2.609943079376832,-0.07079176860933103,0.48791220859860507,0.312087791401395,0.4835959767269609,0.3130701119181791,-0.8216094261551871,-0.7968498355550555,-0.024759590600131554,-1.2472139740208847,-17.822270224269626,54,18,0.16902657012037312,-0.966628912310215
3.5,2.60507379892811,-0.06895162989627054,0.487900131981167,0.31209986801883305,0.48263553445858687,0.3135121838901108,-0.8214965605716537,-0.790296030693813,-0.03120052987784061,-1.2780178866167617,-17.911703817441992,54,18,0.16527626950272656,-0.967967050839149
3.51,2.6004578063328037,-0.06399842711146617,0.487900131981167,0.31209986801883305,0.48180639583908236,0.3138512690856976,-0.8214965605716537,-0.7848370409036673,-0.03665951966798631,-1.2927099836461584,-17.97776244949286,54,18,0.16151789298717406,-0.9692747009348667
3.52,2.596289476193834,-0.056467926657999296,0.4879281999150981,0.31207180008490193,0.4810893757044352,0.31411554767295924,-0.821758877711197,-0.7802515328573644,-0.04150734485383267,-1.2964456879066368,-18.03177213696817,54,18,0.15775159907637315,-0.9705520748672903
3.53,2.5927300129121336,-0.046788700349029294,0.4879281999150981,0.31207180008490193,0.48047191467054806,0.3143258116769516,-0.821758877711197,-0.7763836588485815,-0.04537521886261553,-1.2878794481206932,-18.05921089862018,54,18,0.15397748877595246,-0.9717993652874568
3.54,2.5899147890767913,-0.035278743922794786,0.48798554549788975,0.3120144545021103,0.4799375171976096,0.3145057644410725,-0.8222948177372872,-0.7730455736286783,-0.04924924410860887,-1.2765374685213997,-18.093558200035268,54,18,0.15019561272371706,-0.9730167487825303
3.55,2.587959655711616,-0.022202457295248487,0.48798554549788975,0.3120144545021103,0.47948518198044277,0.3146623624603384,-0.8222948177372872,-0.7702000912154409,-0.052094726521846324,-1.2562223041552345,-18.099334584812247,54,18,0.1464059790060828,-0.9742043883965416
3.56,2.586964647746139,-0.007746719251401616,0.48806568125674965,0.3119343187432504,0.47909933722043746,0.31481569528823755,-0.8230437500630808,-0.7676805697766351,-0.05536318028644571,-1.2396409383003297,-18.12645153783065,54,18,0.14260856106810468,-0.9753624337116669
3.57,2.5870183309195545,0.007916655093422159,0.48806568125674965,0.3119343187432504,0.4787864941493215,0.314962196826977,-0.8230437500630808,-0.7655340996371235,-0.05750965042595735,-1.216688620107628,-18.122994341910687,54,18,0.1388033065502991,-0.9764910216797045
3.58,2.5881989345081786,0.024671523288047788,0.4881647005079318,0.31183529949206823,0.4785304141518857,0.31511939750980233,-0.8239691636255309,-0.7636028815050622,-0.060366282120468684,-1.2025181528861224,-18.151975961398975,54,18,0.134990145697591,-0.9775902746222641
3.59,2.5905774063393254,0.04238988962388965,0.4881647005079318,0.31183529949206823,0.47834232533458393,0.31527568438049863,-0.8239691636255309,-0.7619936493181555,-0.06197551430737536,-1.1836625082655723,-18.14781237719077,54,18,0.13116900060712078,-0.9786603004026102
3.6,2.594216768796947,0.06098649291603297,0.4882800014371319,0.31171999856286814,0.4782041187214152,0.3154471396317603,-0.8250467424031017,-0.7605466312600698,-0.06450011114303189,-1.1772400940100867,-18.184552374082216,54,18,0.12733979345660482,-0.9797011894609626
