frame,candidate_index,u_px,v_px,blob_size,response,brightness,pathway,pathway_idx
113,12,618.5005202913632,493.4984391259105,2.288245677947998,0.0,121.0,low,7
113,13,714.5,444.5,1.4142135381698608,0.0,121.0,low,13
113,14,755.497920997921,347.5,7.6157732009887695,0.0,121.0,low,19
113,15,731.5,299.5,7.6157732009887695,0.0,121.0,low,24
113,16,783.5396419437341,237.30818414322252,2.288245677947998,0.0,121.0,low,27
113,17,785.4994807892004,157.50051921079958,2.288245677947998,0.0,121.0,low,28
113,18,624.5555555555555,505.6111111111111,4.0197296142578125,0.0,120.0,low,4
113,19,699.0,482.5,4.130648612976074,0.0,120.0,low,8
113,20,707.0,478.5,4.130648612976074,0.0,120.0,low,9
113,21,724.3,465.2,4.430992126464844,0.0,120.0,low,11
113,22,731.0,445.5,5.830951690673828,0.0,120.0,low,12
113,23,756.9629629629629,395.18518518518516,5.094837665557861,0.0,120.0,low,17
113,24,742.5,346.0,3.1622776985168457,0.0,120.0,low,21
113,25,776.1153846153846,303.34615384615387,15.560883522033691,0.0,120.0,low,23
113,26,765.5,285.5,3.1622776985168457,0.0,120.0,low,25
113,27,771.7317073170732,277.9024390243902,10.547775268554688,0.0,120.0,low,26
116,0,685.8343891402715,333.1384615384615,2.282299041748047,0.0,246.0,low,21
116,1,624.0,412.9166666666667,3.1622776985168457,0.0,180.0,high,0
116,2,636.5,392.5,1.4142135381698608,0.0,180.0,high,1
116,3,988.7906165180302,507.6167119038387,12.639663696289062,0.0,169.0,low,7
116,4,987.6663151233917,526.091541868804,7.663448333740234,0.0,143.0,low,1
116,5,656.6013289036545,498.80066445182723,1.7916128635406494,0.0,122.0,low,6
116,6,710.5715976331361,428.29112426035505,1.813529372215271,0.0,122.0,low,14
116,7,659.5,523.5,7.6157732009887695,0.0,121.0,low,0
116,8,646.8603688370342,517.1863003387278,5.137639999389648,0.0,121.0,low,3
116,9,637.8333333333334,513.8333333333334,2.8491294384002686,0.0,121.0,low,4
116,10,986.5010351966873,462.5010351966874,1.4142135381698608,0.0,121.0,low,11
116,11,737.3537862513426,378.7448979591837,9.100972175598145,0.0,121.0,low,16
116,12,720.6331316187594,367.7254160363086,3.073181390762329,0.0,121.0,low,17
116,13,755.497920997921,347.5,7.6157732009887695,0.0,121.0,low,18
116,14,731.5,299.5,7.6157732009887695,0.0,121.0,low,22
116,15,784.4979253112033,229.5,2.288245677947998,0.0,121.0,low,25
116,16,785.3546511627907,161.05066445182723,5.863791465759277,0.0,121.0,low,26
116,17,630.8333333333334,518.3333333333334,1.4142135381698608,0.0,120.0,low,2
116,18,625.0967741935484,506.35483870967744,5.4900689125061035,0.0,120.0,low,5
116,19,699.0,482.5,4.130648612976074,0.0,120.0,low,8
116,20,707.0,478.5,4.130648612976074,0.0,120.0,low,9
116,21,724.3,465.2,4.430992126464844,0.0,120.0,low,10
116,22,714.5,453.5,2.288245677947998,0.0,120.0,low,12
116,23,731.0,445.5,5.830951690673828,0.0,120.0,low,13
116,24,756.9629629629629,395.18518518518516,5.094837665557861,0.0,120.0,low,15
116,25,742.5,346.0,3.1622776985168457,0.0,120.0,low,20
116,26,775.0,278.0,9.219544410705566,0.0,120.0,low,23
116,27,768.5,243.5,2.288245677947998,0.0,120.0,low,24
130,0,688.4567757009346,335.4731308411215,1.4142135381698608,0.0,245.0,high,2
130,1,692.4705075445817,342.44307270233196,1.4142135381698608,0.0,230.0,low,19
130,2,708.2097809833758,385.4472982085789,25.548173904418945,0.0,196.0,high,1
130,3,688.9138286616094,384.48386865371856,21.395465850830078,0.0,182.0,high,0
130,4,988.4662805662806,471.2316602316602,11.031781196594238,0.0,182.0,low,11
130,5,988.3762886597938,503.88200055725827,11.040063858032227,0.0,176.0,low,4
130,6,716.1734047735022,421.9405747686313,4.61998987197876,0.0,123.0,low,17
130,7,715.4626189657149,349.9394564843481,15.533428192138672,0.0,122.0,low,20
130,8,642.5,523.5,9.271108627319336,0.0,121.0,low,1
130,9,646.5,494.5,1.4142135381698608,0.0,121.0,low,6
130,10,618.5020746887967,492.5,1.4142135381698608,0.0,121.0,low,7
130,11,696.5,470.5,1.4142135381698608,0.0,121.0,low,9
130,12,595.68,469.4,4.6897711753845215,0.0,121.0,low,10
130,13,722.6315789473684,433.42105263157896,6.4031243324279785,0.0,121.0,low,14
130,14,730.1368333640893,429.62004059789626,11.899614334106445,0.0,121.0,low,15
130,15,698.0,530.2142857142857,5.771697998046875,0.0,120.0,low,0
130,16,704.5,517.5,2.288245677947998,0.0,120.0,low,2
130,17,624.5,508.0,2.2360680103302,0.0,120.0,low,3
130,18,654.5,499.0,4.603809356689453,0.0,120.0,low,5
130,19,706.9,487.07142857142856,14.351067543029785,0.0,120.0,low,8
130,20,725.5,458.5,2.288245677947998,0.0,120.0,low,12
130,21,694.5,454.5,1.4142135381698608,0.0,120.0,low,13
130,22,739.0714285714286,419.8,8.601421356201172,0.0,120.0,low,18
130,23,739.0,246.5,2.2360680103302,0.0,120.0,low,23
130,24,777.5,203.5,3.1622776985168457,0.0,120.0,low,24
130,25,753.3732394366198,199.42253521126761,13.929980278015137,0.0,120.0,low,25
130,26,744.5882352941177,179.23529411764707,7.071067810058594,0.0,120.0,low,26
138,0,693.5792736935341,343.75199291408325,1.7916128635406494,0.0,249.0,high,1
138,1,697.4592337187528,440.9020598638647,26.820545196533203,0.0,194.0,low,14
138,2,988.4986195472114,518.0011043622308,3.1622776985168457,0.0,182.0,high,0
138,3,986.3070244672455,489.095501183899,7.077080726623535,0.0,181.0,low,6
138,4,986.0921636274027,474.18038442582554,4.055174827575684,0.0,169.0,low,9
138,5,718.2331228751822,417.46673142302086,4.632101535797119,0.0,125.0,low,15
138,6,714.2353846871647,349.55461204684366,15.56235122680664,0.0,124.0,low,17
138,7,653.5329268292683,498.44170731707317,6.676706314086914,0.0,123.0,low,5
138,8,699.2052451539339,465.7451159255036,15.464622497558594,0.0,122.0,low,10
138,9,686.7109004739336,326.5734597156398,1.6180340051651,0.0,122.0,low,19
138,10,784.5010351966873,187.49689440993788,1.4142135381698608,0.0,122.0,low,22
138,11,641.5,523.5,11.045360565185547,0.0,121.0,low,1
138,12,983.8006644518273,427.40365448504986,3.0816800594329834,0.0,121.0,low,12
138,13,760.8410419989367,198.02082225766435,13.411263465881348,0.0,121.0,low,23
138,14,696.0,530.2142857142857,5.771697998046875,0.0,120.0,low,0
138,15,702.5,517.5,2.288245677947998,0.0,120.0,low,2
138,16,624.5,504.5,1.4142135381698608,0.0,120.0,low,4
138,17,712.3333333333334,478.1666666666667,1.7916128635406494,0.0,120.0,low,7
138,18,704.8985507246376,486.2391304347826,14.435548782348633,0.0,120.0,low,8
138,19,725.5,453.0,7.6157732009887695,0.0,120.0,low,11
138,20,715.0,427.25,2.897423267364502,0.0,120.0,low,13
138,21,743.5,246.5,2.288245677947998,0.0,120.0,low,20
138,22,750.5,203.0,4.130648612976074,0.0,120.0,low,21
138,23,748.8620689655172,173.51724137931035,8.664070129394531,0.0,120.0,low,24
196,0,690.0107784431137,357.7281437125749,1.7207592725753784,0.0,229.0,high,5
196,1,978.6099902148082,518.9968780578724,14.035815238952637,0.0,183.0,low,5
196,2,662.0759709773795,360.0008536064874,3.945305109024048,0.0,181.0,high,4
196,3,652.7554325819949,358.00364421649346,6.100376605987549,0.0,181.0,high,6
196,4,984.4,492.0,1.4142135381698608,0.0,180.0,high,0
196,5,665.5,402.5,2.288245677947998,0.0,180.0,high,2
196,6,676.6666666666666,360.6666666666667,3.0762665271759033,0.0,180.0,high,3
196,7,674.4769048559021,451.2384524279511,5.28652811050415,0.0,122.0,low,11
196,8,655.8285714285714,527.1142857142858,8.664285659790039,0.0,121.0,low,0
196,9,611.5,510.5,5.116829872131348,0.0,121.0,low,4
196,10,613.5,502.5,2.288245677947998,0.0,121.0,low,7
196,11,700.224376731302,337.22437673130196,2.5337231159210205,0.0,121.0,low,16
196,12,634.5,508.5,1.4142135381698608,0.0,120.0,low,3
196,13,648.5,504.5,1.4142135381698608,0.0,120.0,low,6
196,14,638.0625,496.46875,10.23029613494873,0.0,120.0,low,8
196,15,593.6666666666666,478.5,1.4142135381698608,0.0,120.0,low,9
196,16,721.5,430.5,2.288245677947998,0.0,120.0,low,12
196,17,731.7701149425287,410.08045977011494,12.259963035583496,0.0,120.0,low,13
196,18,730.76,383.6,4.985213279724121,0.0,120.0,low,14
196,19,769.5,307.5,3.9713003635406494,0.0,120.0,low,17
196,20,776.5,280.5,1.4142135381698608,0.0,120.0,low,18
196,21,769.5,267.5,2.288245677947998,0.0,120.0,low,19
196,22,763.9649122807018,275.4795321637427,16.234508514404297,0.0,120.0,low,20
196,23,741.4285714285714,156.71428571428572,1.4142135381698608,0.0,120.0,low,21
261,0,687.5005313496281,364.50797024442085,1.4142135381698608,0.0,243.0,high,1
261,1,617.5783658040128,384.2631578947368,4.275713920593262,0.0,182.0,high,0
261,2,966.424580569645,515.7953570035115,16.34700584411621,0.0,181.0,low,3
261,3,963.2896522476675,482.85284139100935,6.324555397033691,0.0,177.0,low,10
261,4,768.1639650305073,169.7441945178035,17.02699089050293,0.0,145.0,low,22
261,5,597.5724465558195,491.14251781472683,2.035244941711426,0.0,122.0,low,8
261,6,690.499484004128,435.5015479876161,2.6530263423919678,0.0,122.0,low,12
261,7,691.6219008264463,421.37603305785126,1.4142135381698608,0.0,122.0,low,13
261,8,716.7786192834255,203.79056219050392,7.141067981719971,0.0,122.0,low,21
261,9,647.1818181818181,523.7727272727273,4.682492733001709,0.0,121.0,low,0
261,10,656.4979253112033,502.5,1.4142135381698608,0.0,121.0,low,2
261,11,702.4989648033127,442.4989648033126,1.4142135381698608,0.0,121.0,low,11
261,12,728.639675806696,410.50878654749283,17.69431495666504,0.0,121.0,low,15
261,13,662.5,496.5,1.4142135381698608,0.0,120.0,low,4
261,14,625.4230769230769,500.2307692307692,5.116829872131348,0.0,120.0,low,5
261,15,712.5,408.5,1.4142135381698608,0.0,120.0,low,14
261,16,723.5,283.5,3.1622776985168457,0.0,120.0,low,17
261,17,851.0,276.5,4.130648612976074,0.0,120.0,low,18
261,18,791.5,226.5,2.288245677947998,0.0,120.0,low,19
261,19,800.5,223.0,9.486832618713379,0.0,120.0,low,20
261,20,761.3333333333334,163.0,4.130648612976074,0.0,120.0,low,23
261,21,786.5,158.5,1.4142135381698608,0.0,120.0,low,24
261,22,732.5,156.5,1.4142135381698608,0.0,120.0,low,25
288,0,691.5095948827292,374.4925373134328,1.4142135381698608,0.0,240.0,high,0
288,1,965.040829871965,493.03023166188495,23.350290298461914,0.0,179.0,low,1
288,2,764.8507167572911,205.0080738177624,9.866826057434082,0.0,146.0,low,14
288,3,766.1766066838046,176.0005141388175,10.48220157623291,0.0,141.0,low,16
288,4,601.3472133247918,500.6527866752082,5.118042469024658,0.0,122.0,low,0
288,5,686.4480220791169,441.8376264949402,4.130648612976074,0.0,121.0,low,2
288,6,696.5,436.5,1.4142135381698608,0.0,121.0,low,4
288,7,720.5,407.4968814968815,2.288245677947998,0.0,121.0,low,6
288,8,798.816001370567,413.3816686654103,20.681137084960938,0.0,121.0,low,7
288,9,808.5,219.0,4.130648612976074,0.0,121.0,low,13
288,10,721.0,441.0,2.4142136573791504,0.0,120.0,low,3
288,11,854.5,365.5,2.288245677947998,0.0,120.0,low,9
288,12,753.5,351.0,5.830951690673828,0.0,120.0,low,10
288,13,865.0,302.5,2.2360680103302,0.0,120.0,low,11
288,14,787.0,252.5,4.130648612976074,0.0,120.0,low,12
288,15,779.5,168.5,2.288245677947998,0.0,120.0,low,15
288,16,779.5,158.5,2.288245677947998,0.0,120.0,low,17
373,0,689.0464576074332,373.7560975609756,1.7207592725753784,0.0,245.0,high,0
373,1,962.1814989540195,504.89948981770056,38.01319122314453,0.0,181.0,low,8
373,2,760.1697118936222,415.14223097759174,27.160600662231445,0.0,132.0,low,11
373,3,634.001647446458,502.5,3.1622776985168457,0.0,122.0,low,2
373,4,608.6662068965517,493.83724137931034,1.9116278886795044,0.0,122.0,low,4
373,5,595.1736544320325,491.8430291600174,7.69194221496582,0.0,122.0,low,5
373,6,625.9983498349835,486.5,3.1622776985168457,0.0,122.0,low,6
373,7,720.786329751186,379.0115209604028,11.372997283935547,0.0,122.0,low,13
373,8,700.3363342566944,363.55724838411817,6.202622413635254,0.0,122.0,low,16
373,9,643.9950166112957,504.10132890365446,3.6163454055786133,0.0,121.0,low,1
373,10,682.0,418.1666666666667,1.7916128635406494,0.0,121.0,low,9
373,11,713.0011883541296,400.49970291146764,4.130648612976074,0.0,121.0,low,10
373,12,577.0,486.5,2.2360680103302,0.0,120.0,low,7
373,13,729.3333333333334,379.0,4.130648612976074,0.0,120.0,low,12
373,14,721.6578947368421,244.3684210526316,8.81385612487793,0.0,120.0,low,17
373,15,749.5,203.0,13.34166431427002,0.0,120.0,low,18
373,16,723.1935483870968,163.01612903225808,8.181440353393555,0.0,120.0,low,19
416,0,706.3614658523043,388.4858411993337,2.3425474166870117,0.0,255.0,high,1
416,1,692.0058395163506,382.73021434460014,13.994457244873047,0.0,200.0,high,4
416,2,680.589383886256,365.338009478673,6.9285993576049805,0.0,187.0,high,5
416,3,617.5,392.5,2.288245677947998,0.0,181.0,high,0
416,4,624.5,384.5,1.4142135381698608,0.0,181.0,high,2
416,5,961.8112543962485,523.0150937866354,14.032928466796875,0.0,178.0,low,3
416,6,675.2435803374908,431.6049156272927,14.385213851928711,0.0,123.0,low,11
416,7,659.8003300330033,445.6006600660066,2.108185052871704,0.0,122.0,low,9
416,8,715.1507024265645,398.69348659003833,6.091867923736572,0.0,122.0,low,14
416,9,715.5250366987441,370.7077148915348,7.282500743865967,0.0,122.0,low,19
416,10,694.694044578593,342.5518632458788,20.005863189697266,0.0,122.0,low,25
416,11,761.8370165745856,289.1629834254144,2.8491294384002686,0.0,122.0,low,32
416,12,624.5,529.5,2.288245677947998,0.0,121.0,low,0
416,13,641.497920997921,502.5010395010395,2.288245677947998,0.0,121.0,low,4
416,14,643.1304252520824,493.0517316966243,6.356421947479248,0.0,121.0,low,5
416,15,714.5,412.5,1.4142135381698608,0.0,121.0,low,12
416,16,726.0008298755187,398.50041493775933,2.2360680103302,0.0,121.0,low,13
416,17,709.5,296.5,2.288245677947998,0.0,121.0,low,30
416,18,749.982509716824,297.1163242642976,10.309263229370117,0.0,121.0,low,31
416,19,646.0,514.0,4.809065818786621,0.0,120.0,low,1
416,20,838.5,453.5,2.288245677947998,0.0,120.0,low,6
416,21,667.0,449.5,5.830951690673828,0.0,120.0,low,8
416,22,732.5,384.5,1.4142135381698608,0.0,120.0,low,16
416,23,728.5,374.5,1.4142135381698608,0.0,120.0,low,18
416,24,809.5,362.5,2.288245677947998,0.0,120.0,low,20
416,25,700.1428571428571,358.42857142857144,2.280539035797119,0.0,120.0,low,22
416,26,802.5,349.5,2.288245677947998,0.0,120.0,low,23
416,27,801.1666666666666,333.1666666666667,2.8491294384002686,0.0,120.0,low,24
416,28,727.0,318.5,8.063226699829102,0.0,120.0,low,26
416,29,762.5,310.5,1.4142135381698608,0.0,120.0,low,27
416,30,726.5,297.5,2.288245677947998,0.0,120.0,low,29
416,31,738.0,286.5,3.1622776985168457,0.0,120.0,low,33
416,32,728.6,281.8,4.5653862953186035,0.0,120.0,low,34
416,33,750.7266666666667,281.44,21.089462280273438,0.0,120.0,low,35
416,34,726.5,267.0,4.130648612976074,0.0,120.0,low,36
416,35,786.5,227.5,7.071067810058594,0.0,120.0,low,37
416,36,754.7560975609756,204.109756097561,9.907720565795898,0.0,120.0,low,38
416,37,762.5,176.5,1.4142135381698608,0.0,120.0,low,39
416,38,761.5,161.5,3.1622776985168457,0.0,120.0,low,41
416,39,739.0,157.5,5.830951690673828,0.0,120.0,low,42
446,0,699.7936802973977,393.3717472118959,1.7916128635406494,0.0,249.0,high,1
446,1,603.8333333333334,397.1666666666667,2.8491294384002686,0.0,181.0,high,0
446,2,613.5,382.5,2.288245677947998,0.0,181.0,high,2
446,3,636.3080204778157,379.07679180887374,3.72631573677063,0.0,181.0,high,3
446,4,627.7142857142857,378.42857142857144,1.813529372215271,0.0,181.0,high,4
446,5,663.7647058823529,373.44117647058823,7.1565375328063965,0.0,181.0,high,5
446,6,960.3870211102424,523.9962861610634,6.082943916320801,0.0,178.0,low,0
446,7,672.4958791208791,429.1607142857143,1.7916128635406494,0.0,123.0,low,5
446,8,697.5,405.7831753554502,4.155258655548096,0.0,123.0,low,7
446,9,719.2486073531752,398.230463154544,15.54085922241211,0.0,123.0,low,8
446,10,656.3861014220553,446.7102226992219,6.462278842926025,0.0,122.0,low,4
446,11,718.3385759222191,376.37803831855877,5.733961582183838,0.0,122.0,low,13
446,12,694.4931215430436,339.1926677067083,19.37238311767578,0.0,122.0,low,18
446,13,688.8,414.4,1.7916128635406494,0.0,121.0,low,6
446,14,707.3917032825019,363.013698630137,8.460244178771973,0.0,121.0,low,14
446,15,806.5,219.0,4.130648612976074,0.0,121.0,low,25
446,16,761.3052128315854,192.89188772362738,12.42599105834961,0.0,121.0,low,26
446,17,642.5,512.5,1.4142135381698608,0.0,120.0,low,1
446,18,958.25,470.0,1.7207592725753784,0.0,120.0,low,2
446,19,664.5,465.0,4.130648612976074,0.0,120.0,low,3
446,20,801.5,397.5,3.1622776985168457,0.0,120.0,low,9
446,21,736.5,378.5,1.4142135381698608,0.0,120.0,low,11
446,22,699.4285714285714,354.2857142857143,1.4142135381698608,0.0,120.0,low,15
446,23,802.5,349.5,2.288245677947998,0.0,120.0,low,16
446,24,801.1666666666666,333.1666666666667,2.8491294384002686,0.0,120.0,low,17
446,25,737.5,318.5,2.288245677947998,0.0,120.0,low,19
446,26,785.5,270.5,2.288245677947998,0.0,120.0,low,20
446,27,785.5806451612904,252.79032258064515,12.213883399963379,0.0,120.0,low,21
446,28,786.0,237.5,4.123105525970459,0.0,120.0,low,22
446,29,796.0,233.61111111111111,7.9016642570495605,0.0,120.0,low,23
446,30,785.5,227.0,5.830951690673828,0.0,120.0,low,24
470,0,700.3629402756509,391.16845329249617,1.8242043256759644,0.0,255.0,high,0
470,1,608.2249539028887,373.88936693300553,2.433521032333374,0.0,181.0,high,1
470,2,961.4799918194833,517.9919558252096,12.01850414276123,0.0,179.0,low,0
470,3,707.3780096308186,362.92014446227927,8.804837226867676,0.0,124.0,low,11
470,4,695.5901198959393,338.95800814387513,20.136619567871094,0.0,124.0,low,12
470,5,662.5571549534293,442.4894157493649,6.31782865524292,0.0,122.0,low,4
470,6,680.2647220693451,420.7325261419923,4.036975860595703,0.0,122.0,low,5
470,7,806.5,254.5,1.4142135381698608,0.0,121.0,low,15
470,8,755.3614735996788,202.24011242722344,9.769743919372559,0.0,121.0,low,18
470,9,654.5,502.5,1.4142135381698608,0.0,120.0,low,1
470,10,667.5,467.5,7.6157732009887695,0.0,120.0,low,3
470,11,687.625,411.625,2.388559341430664,0.0,120.0,low,7
470,12,735.8297872340426,397.3404255319149,8.258097648620605,0.0,120.0,low,8
470,13,726.2857142857143,378.57142857142856,2.699794292449951,0.0,120.0,low,10
470,14,737.5,321.5,3.1622776985168457,0.0,120.0,low,13
470,15,737.5,303.0,9.486832618713379,0.0,120.0,low,14
470,16,739.5,251.5,7.6157732009887695,0.0,120.0,low,16
470,17,753.5,237.5,3.1622776985168457,0.0,120.0,low,17
486,0,705.0295748613678,378.996303142329,2.0,0.0,250.0,high,0
486,1,691.4272429961779,373.0246660624926,18.60100555419922,0.0,203.0,high,3
486,2,673.6842105263158,374.36842105263156,5.000735282897949,0.0,181.0,high,1
486,3,707.3299462044232,399.8446652719665,11.930571556091309,0.0,130.0,low,12
486,4,697.9756319330787,336.3973086015639,18.990617752075195,0.0,124.0,low,15
486,5,672.2612212104981,428.39384038564543,21.568584442138672,0.0,123.0,low,7
486,6,691.5,409.0,3.0,0.0,122.0,low,10
486,7,600.5,502.5,1.4142135381698608,0.0,121.0,low,1
486,8,960.5,472.50207468879665,1.4142135381698608,0.0,121.0,low,4
486,9,657.8581560283687,444.28723404255317,2.1868293285369873,0.0,121.0,low,6
486,10,700.5,411.5,2.288245677947998,0.0,121.0,low,9
486,11,707.5096322241682,356.0744308231173,9.57972240447998,0.0,121.0,low,14
486,12,779.6674057649667,180.0011086474501,3.583966016769409,0.0,121.0,low,21
486,13,648.5,515.0,4.130648612976074,0.0,120.0,low,0
486,14,652.1967213114754,492.89344262295083,12.805929183959961,0.0,120.0,low,2
486,15,636.5,490.0,3.1622776985168457,0.0,120.0,low,3
486,16,662.5,462.5,1.4142135381698608,0.0,120.0,low,5
486,17,739.0,396.5,4.130648612976074,0.0,120.0,low,11
486,18,756.5,283.5,7.071067810058594,0.0,120.0,low,16
486,19,725.5,272.5,2.288245677947998,0.0,120.0,low,17
486,20,730.4545454545455,260.04545454545456,6.605084419250488,0.0,120.0,low,18
486,21,786.5,243.0,4.130648612976074,0.0,120.0,low,19
486,22,736.5,185.5,2.288245677947998,0.0,120.0,low,20
486,23,733.5,165.5,3.1622776985168457,0.0,120.0,low,22
561,0,690.9932716568545,397.8107653490328,2.0615527629852295,0.0,230.0,high,2
561,1,692.0734473957841,365.99442291331883,22.901254653930664,0.0,192.0,high,6
561,2,661.4338081273565,381.64264767490573,13.39913558959961,0.0,181.0,high,4
561,3,640.5,371.5,1.4142135381698608,0.0,181.0,high,5
